date,city,temperature,aqi
2024-12-30,Jaipur,27.5,133
2024-12-30,Lucknow,39.5,72
2024-12-30,Bhopal,24.0,345
2024-12-31,Mumbai,37.8,329
2024-12-31,Delhi,24.9,76
2024-12-31,Bengaluru,39.5,171
2024-12-31,Chennai,32.0,59
2024-12-31,Kolkata,21.8,220
2024-12-31,Hyderabad,36.4,265
2024-12-31,Ahmedabad,26.8,267
2024-12-31,Jaipur,30.6,335
2024-12-31,Lucknow,25.2,94
2024-12-31,Bhopal,29.8,208
2025-01-01,Mumbai,40.0,328
2025-01-01,Delhi,24.2,121
2025-01-01,Bengaluru,23.3,257
2025-01-01,Chennai,21.2,282
2025-01-01,Kolkata,33.9,48
2025-01-01,Hyderabad,27.5,51
2025-01-01,Ahmedabad,23.6,60
2025-01-01,Jaipur,22.9,239
2025-01-01,Lucknow,27.5,267
2025-01-01,Bhopal,24.5,75
2025-01-02,Mumbai,25.0,153
2025-01-02,Delhi,34.0,148
2025-01-02,Bengaluru,34.7,291
2025-01-02,Chennai,41.9,318
2025-01-02,Kolkata,26.0,346
2025-01-02,Hyderabad,23.4,61
2025-01-02,Ahmedabad,29.2,66
2025-01-02,Jaipur,34.4,252
2025-01-02,Lucknow,22.6,272
2025-01-02,Bhopal,25.5,50
2025-01-03,Mumbai,20.7,128
2025-01-03,Delhi,35.3,241
2025-01-03,Bengaluru,22.3,266
2025-01-03,Chennai,34.7,254
2025-01-03,Kolkata,39.9,246
2025-01-03,Hyderabad,35.5,92
2025-01-03,Ahmedabad,30.9,204
2025-01-03,Jaipur,36.3,328
2025-01-03,Lucknow,21.4,102
2025-01-03,Bhopal,41.8,117
2025-01-04,Mumbai,36.2,249
2025-01-04,Delhi,28.7,340
2025-01-04,Bengaluru,29.3,44
2025-01-04,Chennai,24.1,138
2025-01-04,Kolkata,25.4,220
2025-01-04,Hyderabad,32.6,272
2025-01-04,Ahmedabad,30.9,190
2025-01-04,Jaipur,22.6,330
2025-01-04,Lucknow,23.3,159
2025-01-04,Bhopal,35.4,69
2025-01-05,Mumbai,25.4,157
2025-01-05,Delhi,36.7,178
2025-01-05,Bengaluru,34.7,66
2025-01-05,Chennai,23.5,328
2025-01-05,Kolkata,34.4,82
2025-01-05,Hyderabad,19.7,72
2025-01-05,Ahmedabad,35.5,80
2025-01-05,Jaipur,24.2,135
2025-01-05,Lucknow,28.0,98
2025-01-05,Bhopal,21.7,324
2025-01-06,Mumbai,28.7,107
2025-01-06,Delhi,39.4,140
2025-01-06,Bengaluru,31.7,338
2025-01-06,Chennai,25.9,274
2025-01-06,Kolkata,22.3,221
2025-01-06,Hyderabad,27.7,69
2025-01-06,Ahmedabad,25.0,71
2025-01-06,Jaipur,22.3,173
2025-01-06,Lucknow,20.7,241
2025-01-06,Bhopal,22.6,221
2025-01-07,Mumbai,25.4,72
2025-01-07,Delhi,37.1,206
2025-01-07,Bengaluru,25.1,307
2025-01-07,Chennai,33.2,126
2025-01-07,Kolkata,40.2,277
2025-01-07,Hyderabad,28.7,192
2025-01-07,Ahmedabad,27.5,203
2025-01-07,Jaipur,22.7,225
2025-01-07,Lucknow,33.5,66
2025-01-07,Bhopal,30.0,180
2025-01-08,Mumbai,33.9,258
2025-01-08,Delhi,37.5,275
2025-01-08,Bengaluru,33.9,260
2025-01-08,Chennai,34.7,124
2025-01-08,Kolkata,17.6,212
2025-01-08,Hyderabad,27.4,276
2025-01-08,Ahmedabad,26.4,248
2025-01-08,Jaipur,38.2,178
2025-01-08,Lucknow,21.1,107
2025-01-08,Bhopal,29.8,230
2025-01-09,Mumbai,29.0,82
2025-01-09,Delhi,29.8,153
2025-01-09,Bengaluru,27.0,213
2025-01-09,Chennai,24.2,203
2025-01-09,Kolkata,24.2,63
2025-01-09,Hyderabad,33.9,323
2025-01-09,Ahmedabad,31.6,131
2025-01-09,Jaipur,36.3,230
2025-01-09,Lucknow,31.9,347
2025-01-09,Bhopal,35.7,280
2025-01-10,Mumbai,30.2,146
2025-01-10,Delhi,31.2,250
2025-01-10,Bengaluru,25.6,94
2025-01-10,Chennai,23.0,226
2025-01-10,Kolkata,36.3,265
2025-01-10,Hyderabad,30.7,231
2025-01-10,Ahmedabad,24.5,306
2025-01-10,Jaipur,35.7,171
2025-01-10,Lucknow,34.8,144
2025-01-10,Bhopal,29.8,251
2025-01-11,Mumbai,19.9,314
2025-01-11,Delhi,30.9,259
2025-01-11,Bengaluru,30.8,212
2025-01-11,Chennai,23.7,171
2025-01-11,Kolkata,23.8,93
2025-01-11,Hyderabad,27.5,109
2025-01-11,Ahmedabad,37.9,243
2025-01-11,Jaipur,36.9,332
2025-01-11,Lucknow,40.0,105
2025-01-11,Bhopal,35.0,343
2025-01-12,Mumbai,20.4,224
2025-01-12,Delhi,37.9,189
2025-01-12,Bengaluru,28.9,346
2025-01-12,Chennai,34.7,348
2025-01-12,Kolkata,29.3,255
2025-01-12,Hyderabad,30.4,182
2025-01-12,Ahmedabad,24.4,192
2025-01-12,Jaipur,21.3,286
2025-01-12,Lucknow,20.7,219
2025-01-12,Bhopal,34.1,151
2025-01-13,Mumbai,23.7,340
2025-01-13,Delhi,34.4,171
2025-01-13,Bengaluru,20.4,207
2025-01-13,Chennai,37.9,204
2025-01-13,Kolkata,18.2,225
2025-01-13,Hyderabad,37.9,142
2025-01-13,Ahmedabad,29.4,180
2025-01-13,Jaipur,38.0,295
2025-01-13,Lucknow,29.4,284
2025-01-13,Bhopal,26.6,109
2025-01-14,Mumbai,38.2,104
2025-01-14,Delhi,30.5,207
2025-01-14,Bengaluru,22.6,313
2025-01-14,Chennai,21.4,271
2025-01-14,Kolkata,19.6,220
2025-01-14,Hyderabad,26.8,287
2025-01-14,Ahmedabad,34.5,337
2025-01-14,Jaipur,24.8,184
2025-01-14,Lucknow,27.5,121
2025-01-14,Bhopal,30.0,187
2025-01-15,Mumbai,24.6,313
2025-01-15,Delhi,29.3,237
2025-01-15,Bengaluru,25.6,292
2025-01-15,Chennai,32.7,294
2025-01-15,Kolkata,40.2,190
2025-01-15,Hyderabad,27.4,118
2025-01-15,Ahmedabad,26.7,250
2025-01-15,Jaipur,31.6,190
2025-01-15,Lucknow,34.7,319
2025-01-15,Bhopal,29.2,271
2025-01-16,Mumbai,33.6,144
2025-01-16,Delhi,26.1,293
2025-01-16,Bengaluru,34.4,296
2025-01-16,Chennai,32.2,265
2025-01-16,Kolkata,34.9,249
2025-01-16,Hyderabad,37.0,303
2025-01-16,Ahmedabad,40.5,69
2025-01-16,Jaipur,23.9,49
2025-01-16,Lucknow,36.5,96
2025-01-16,Bhopal,40.2,244
2025-01-17,Mumbai,40.9,151
2025-01-17,Delhi,36.7,228
2025-01-17,Bengaluru,26.6,108
2025-01-17,Chennai,20.2,196
2025-01-17,Kolkata,29.1,194
2025-01-17,Hyderabad,26.2,344
2025-01-17,Ahmedabad,22.6,168
2025-01-17,Jaipur,36.1,52
2025-01-17,Lucknow,20.5,346
2025-01-17,Bhopal,20.7,185
2025-01-18,Mumbai,37.6,199
2025-01-18,Delhi,26.3,199
2025-01-18,Bengaluru,26.5,323
2025-01-18,Chennai,37.5,191
2025-01-18,Kolkata,19.1,70
2025-01-18,Hyderabad,21.0,92
2025-01-18,Ahmedabad,23.5,88
2025-01-18,Jaipur,23.8,185
2025-01-18,Lucknow,32.8,44
2025-01-18,Bhopal,21.2,299
2025-01-19,Mumbai,19.2,239
2025-01-19,Delhi,31.3,338
2025-01-19,Bengaluru,38.1,148
2025-01-19,Chennai,22.4,47
2025-01-19,Kolkata,34.9,103
2025-01-19,Hyderabad,31.9,242
2025-01-19,Ahmedabad,29.1,227
2025-01-19,Jaipur,36.5,217
2025-01-19,Lucknow,25.2,336
2025-01-19,Bhopal,26.6,273
2025-01-20,Mumbai,35.8,125
2025-01-20,Delhi,34.0,93
2025-01-20,Bengaluru,36.8,144
2025-01-20,Chennai,37.3,249
2025-01-20,Kolkata,26.0,191
2025-01-20,Hyderabad,24.8,249
2025-01-20,Ahmedabad,27.8,241
2025-01-20,Jaipur,29.5,218
2025-01-20,Lucknow,28.9,46
2025-01-20,Bhopal,27.7,250
2025-01-21,Mumbai,36.4,70
2025-01-21,Delhi,25.7,188
2025-01-21,Bengaluru,37.2,178
2025-01-21,Chennai,17.8,266
2025-01-21,Kolkata,26.7,216
2025-01-21,Hyderabad,24.9,131
2025-01-21,Ahmedabad,36.6,85
2025-01-21,Jaipur,31.1,203
2025-01-21,Lucknow,36.2,121
2025-01-21,Bhopal,28.1,158
2025-01-22,Mumbai,27.6,111
2025-01-22,Delhi,27.7,235
2025-01-22,Bengaluru,33.7,209
2025-01-22,Chennai,22.9,196
2025-01-22,Kolkata,39.5,178
2025-01-22,Hyderabad,29.3,238
2025-01-22,Ahmedabad,36.6,323
2025-01-22,Jaipur,21.5,173
2025-01-22,Lucknow,22.5,87
2025-01-22,Bhopal,27.2,225
2025-01-23,Mumbai,37.1,186
2025-01-23,Delhi,30.5,237
2025-01-23,Bengaluru,34.9,252
2025-01-23,Chennai,27.0,253
2025-01-23,Kolkata,27.4,94
2025-01-23,Hyderabad,28.7,69
2025-01-23,Ahmedabad,23.2,289
2025-01-23,Jaipur,37.9,328
2025-01-23,Lucknow,20.3,159
2025-01-23,Bhopal,26.6,191
2025-01-24,Mumbai,33.4,144
2025-01-24,Delhi,34.2,93
2025-01-24,Bengaluru,27.2,64
2025-01-24,Chennai,37.0,268
2025-01-24,Kolkata,35.5,127
2025-01-24,Hyderabad,19.5,303
2025-01-24,Ahmedabad,29.4,303
2025-01-24,Jaipur,28.2,349
2025-01-24,Lucknow,28.6,135
2025-01-24,Bhopal,23.4,290
2025-01-25,Mumbai,24.5,189
2025-01-25,Delhi,28.3,264
2025-01-25,Bengaluru,24.2,130
2025-01-25,Chennai,24.4,278
2025-01-25,Kolkata,27.2,339
2025-01-25,Hyderabad,30.2,248
2025-01-25,Ahmedabad,22.7,59
2025-01-25,Jaipur,30.9,310
2025-01-25,Lucknow,24.5,327
2025-01-25,Bhopal,39.0,103
2025-01-26,Mumbai,25.7,326
2025-01-26,Delhi,32.0,90
2025-01-26,Bengaluru,27.3,261
2025-01-26,Chennai,23.1,225
2025-01-26,Kolkata,30.4,310
2025-01-26,Hyderabad,20.2,117
2025-01-26,Ahmedabad,21.1,101
2025-01-26,Jaipur,34.4,339
2025-01-26,Lucknow,31.1,136
2025-01-26,Bhopal,37.0,342
2025-01-27,Mumbai,37.7,288
2025-01-27,Delhi,34.6,102
2025-01-27,Bengaluru,27.0,116
2025-01-27,Chennai,24.9,229
2025-01-27,Kolkata,20.7,271
2025-01-27,Hyderabad,30.2,141
2025-01-27,Ahmedabad,37.9,62
2025-01-27,Jaipur,33.2,315
2025-01-27,Lucknow,24.4,286
2025-01-27,Bhopal,34.1,149
2025-01-28,Mumbai,29.1,155
2025-01-28,Delhi,27.4,158
2025-01-28,Bengaluru,29.5,333
2025-01-28,Chennai,34.1,264
2025-01-28,Kolkata,19.6,293
2025-01-28,Hyderabad,37.1,153
2025-01-28,Ahmedabad,24.4,306
2025-01-28,Jaipur,39.7,136
2025-01-28,Lucknow,25.5,183
2025-01-28,Bhopal,24.3,225
2025-01-29,Mumbai,31.8,228
2025-01-29,Delhi,18.6,150
2025-01-29,Bengaluru,24.9,47
2025-01-29,Chennai,34.2,246
2025-01-29,Kolkata,35.4,251
2025-01-29,Hyderabad,19.5,298
2025-01-29,Ahmedabad,32.0,281
2025-01-29,Jaipur,23.5,335
2025-01-29,Lucknow,35.7,227
2025-01-29,Bhopal,40.3,323
2025-01-30,Mumbai,19.7,55
2025-01-30,Delhi,22.3,325
2025-01-30,Bengaluru,35.4,106
2025-01-30,Chennai,37.0,40
2025-01-30,Kolkata,24.1,252
2025-01-30,Hyderabad,38.6,262
2025-01-30,Ahmedabad,35.1,101
2025-01-30,Jaipur,34.1,286
2025-01-30,Lucknow,26.6,291
2025-01-30,Bhopal,38.2,317
2025-01-31,Mumbai,28.2,195
2025-01-31,Delhi,29.7,113
2025-01-31,Bengaluru,34.4,58
2025-01-31,Chennai,25.4,100
2025-01-31,Kolkata,37.0,155
2025-01-31,Hyderabad,36.4,64
2025-01-31,Ahmedabad,40.6,98
2025-01-31,Jaipur,38.2,340
2025-01-31,Lucknow,23.2,187
2025-01-31,Bhopal,26.5,255
2025-02-01,Mumbai,37.1,192
2025-02-01,Delhi,39.9,286
2025-02-01,Bengaluru,19.0,152
2025-02-01,Chennai,30.0,302
2025-02-01,Kolkata,28.8,147
2025-02-01,Hyderabad,31.7,96
2025-02-01,Ahmedabad,21.1,239
2025-02-01,Jaipur,22.3,306
2025-02-01,Lucknow,24.5,234
2025-02-01,Bhopal,32.2,240
2025-02-02,Mumbai,33.2,189
2025-02-02,Delhi,36.8,68
2025-02-02,Bengaluru,40.5,136
2025-02-02,Chennai,37.8,316
2025-02-02,Kolkata,29.1,113
2025-02-02,Hyderabad,34.9,237
2025-02-02,Ahmedabad,30.1,164
2025-02-02,Jaipur,26.3,329
2025-02-02,Lucknow,21.9,75
2025-02-02,Bhopal,40.0,331
2025-02-03,Mumbai,38.7,47
2025-02-03,Delhi,37.0,284
2025-02-03,Bengaluru,31.9,149
2025-02-03,Chennai,20.6,316
2025-02-03,Kolkata,38.1,209
2025-02-03,Hyderabad,31.9,272
2025-02-03,Ahmedabad,21.7,184
2025-02-03,Jaipur,39.7,52
2025-02-03,Lucknow,33.4,345
2025-02-03,Bhopal,22.9,191
2025-02-04,Mumbai,28.0,135
2025-02-04,Delhi,37.9,292
2025-02-04,Bengaluru,19.8,157
2025-02-04,Chennai,27.3,181
2025-02-04,Kolkata,28.9,133
2025-02-04,Hyderabad,34.7,132
2025-02-04,Ahmedabad,24.8,340
2025-02-04,Jaipur,37.8,339
2025-02-04,Lucknow,27.0,264
2025-02-04,Bhopal,26.2,191
2025-02-05,Mumbai,30.8,340
2025-02-05,Delhi,29.1,337
2025-02-05,Bengaluru,36.9,341
2025-02-05,Chennai,25.5,293
2025-02-05,Kolkata,29.8,231
2025-02-05,Hyderabad,27.5,197
2025-02-05,Ahmedabad,26.8,57
2025-02-05,Jaipur,19.5,119
2025-02-05,Lucknow,25.6,291
2025-02-05,Bhopal,29.9,79
2025-02-06,Mumbai,35.6,168
2025-02-06,Delhi,35.6,233
2025-02-06,Bengaluru,20.4,54
2025-02-06,Chennai,29.6,304
2025-02-06,Kolkata,33.0,266
2025-02-06,Hyderabad,33.7,214
2025-02-06,Ahmedabad,30.9,89
2025-02-06,Jaipur,21.0,51
2025-02-06,Lucknow,22.7,333
2025-02-06,Bhopal,35.6,80
2025-02-07,Mumbai,23.5,343
2025-02-07,Delhi,31.0,172
2025-02-07,Bengaluru,27.9,212
2025-02-07,Chennai,19.6,56
2025-02-07,Kolkata,40.2,60
2025-02-07,Hyderabad,34.9,99
2025-02-07,Ahmedabad,27.9,41
2025-02-07,Jaipur,29.5,149
2025-02-07,Lucknow,36.1,128
2025-02-07,Bhopal,25.0,233
2025-02-08,Mumbai,40.0,148
2025-02-08,Delhi,33.1,189
2025-02-08,Bengaluru,36.0,248
2025-02-08,Chennai,22.0,267
2025-02-08,Kolkata,28.6,174
2025-02-08,Hyderabad,25.4,112
2025-02-08,Ahmedabad,36.2,311
2025-02-08,Jaipur,35.6,243
2025-02-08,Lucknow,19.8,49
2025-02-08,Bhopal,22.8,175
2025-02-09,Mumbai,39.3,54
2025-02-09,Delhi,35.9,266
2025-02-09,Bengaluru,26.2,104
2025-02-09,Chennai,29.6,98
2025-02-09,Kolkata,31.0,118
2025-02-09,Hyderabad,23.4,82
2025-02-09,Ahmedabad,34.4,169
2025-02-09,Jaipur,21.3,169
2025-02-09,Lucknow,31.8,270
2025-02-09,Bhopal,22.5,209
2025-02-10,Mumbai,30.5,44
2025-02-10,Delhi,25.3,59
2025-02-10,Bengaluru,21.8,297
2025-02-10,Chennai,39.4,249
2025-02-10,Kolkata,22.6,259
2025-02-10,Hyderabad,39.0,170
2025-02-10,Ahmedabad,32.7,268
2025-02-10,Jaipur,31.5,66
2025-02-10,Lucknow,41.6,281
2025-02-10,Bhopal,25.0,177
2025-02-11,Mumbai,37.6,282
2025-02-11,Delhi,27.2,159
2025-02-11,Bengaluru,21.3,200
2025-02-11,Chennai,27.4,65
2025-02-11,Kolkata,23.5,192
2025-02-11,Hyderabad,23.0,206
2025-02-11,Ahmedabad,29.8,153
2025-02-11,Jaipur,30.6,58
2025-02-11,Lucknow,27.3,198
2025-02-11,Bhopal,33.2,159
2025-02-12,Mumbai,28.9,180
2025-02-12,Delhi,22.6,178
2025-02-12,Bengaluru,18.4,96
2025-02-12,Chennai,27.0,224
2025-02-12,Kolkata,34.1,242
2025-02-12,Hyderabad,23.1,234
2025-02-12,Ahmedabad,20.7,94
2025-02-12,Jaipur,37.8,54
2025-02-12,Lucknow,38.8,175
2025-02-12,Bhopal,20.1,174
2025-02-13,Mumbai,22.9,297
2025-02-13,Delhi,31.3,203
2025-02-13,Bengaluru,22.2,113
2025-02-13,Chennai,25.8,271
2025-02-13,Kolkata,25.5,228
2025-02-13,Hyderabad,31.0,69
2025-02-13,Ahmedabad,25.3,51
2025-02-13,Jaipur,30.9,305
2025-02-13,Lucknow,24.8,198
2025-02-13,Bhopal,33.3,56
2025-02-14,Mumbai,37.0,253
2025-02-14,Delhi,32.7,69
2025-02-14,Bengaluru,30.2,61
2025-02-14,Chennai,34.6,173
2025-02-14,Kolkata,29.1,333
2025-02-14,Hyderabad,38.6,325
2025-02-14,Ahmedabad,18.3,336
2025-02-14,Jaipur,40.8,319
2025-02-14,Lucknow,27.7,175
2025-02-14,Bhopal,29.7,204
2025-02-15,Mumbai,35.7,318
2025-02-15,Delhi,22.9,303
2025-02-15,Bengaluru,28.6,294
2025-02-15,Chennai,40.4,107
2025-02-15,Kolkata,23.3,284
2025-02-15,Hyderabad,31.0,62
2025-02-15,Ahmedabad,35.4,198
2025-02-15,Jaipur,26.7,246
2025-02-15,Lucknow,24.3,270
2025-02-15,Bhopal,24.4,118
2025-02-16,Mumbai,34.2,144
2025-02-16,Delhi,40.7,345
2025-02-16,Bengaluru,37.7,237
2025-02-16,Chennai,25.2,230
2025-02-16,Kolkata,35.6,167
2025-02-16,Hyderabad,21.8,165
2025-02-16,Ahmedabad,31.7,81
2025-02-16,Jaipur,23.6,281
2025-02-16,Lucknow,41.2,328
2025-02-16,Bhopal,33.3,80
2025-02-17,Mumbai,31.4,215
2025-02-17,Delhi,24.4,195
2025-02-17,Bengaluru,35.4,225
2025-02-17,Chennai,38.0,125
2025-02-17,Kolkata,38.2,282
2025-02-17,Hyderabad,38.3,244
2025-02-17,Ahmedabad,19.9,52
2025-02-17,Jaipur,24.6,52
2025-02-17,Lucknow,25.0,87
2025-02-17,Bhopal,20.9,94
2025-02-18,Mumbai,36.1,318
2025-02-18,Delhi,23.5,56
2025-02-18,Bengaluru,33.0,217
2025-02-18,Chennai,30.1,178
2025-02-18,Kolkata,38.1,197
2025-02-18,Hyderabad,24.5,266
2025-02-18,Ahmedabad,35.2,223
2025-02-18,Jaipur,21.0,66
2025-02-18,Lucknow,22.7,153
2025-02-18,Bhopal,23.0,85
2025-02-19,Mumbai,35.0,252
2025-02-19,Delhi,33.2,224
2025-02-19,Bengaluru,37.2,264
2025-02-19,Chennai,22.7,314
2025-02-19,Kolkata,19.6,148
2025-02-19,Hyderabad,26.1,240
2025-02-19,Ahmedabad,19.1,291
2025-02-19,Jaipur,31.4,163
2025-02-19,Lucknow,26.8,105
2025-02-19,Bhopal,21.7,265
2025-02-20,Mumbai,39.0,207
2025-02-20,Delhi,26.3,167
2025-02-20,Bengaluru,42.3,161
2025-02-20,Chennai,32.7,197
2025-02-20,Kolkata,26.3,89
2025-02-20,Hyderabad,28.6,289
2025-02-20,Ahmedabad,33.3,235
2025-02-20,Jaipur,29.9,135
2025-02-20,Lucknow,23.5,221
2025-02-20,Bhopal,26.4,115
2025-02-21,Mumbai,22.9,188
2025-02-21,Delhi,29.9,169
2025-02-21,Bengaluru,26.3,79
2025-02-21,Chennai,41.9,312
2025-02-21,Kolkata,38.3,157
2025-02-21,Hyderabad,21.5,266
2025-02-21,Ahmedabad,25.2,44
2025-02-21,Jaipur,34.1,79
2025-02-21,Lucknow,19.3,40
2025-02-21,Bhopal,26.3,77
2025-02-22,Mumbai,24.7,142
2025-02-22,Delhi,36.0,246
2025-02-22,Bengaluru,30.3,156
2025-02-22,Chennai,34.4,278
2025-02-22,Kolkata,39.2,316
2025-02-22,Hyderabad,40.3,275
2025-02-22,Ahmedabad,22.4,171
2025-02-22,Jaipur,36.8,214
2025-02-22,Lucknow,30.4,329
2025-02-22,Bhopal,24.9,168
2025-02-23,Mumbai,37.7,131
2025-02-23,Delhi,40.9,85
2025-02-23,Bengaluru,25.2,59
2025-02-23,Chennai,35.4,212
2025-02-23,Kolkata,31.7,233
2025-02-23,Hyderabad,32.6,182
2025-02-23,Ahmedabad,20.6,139
2025-02-23,Jaipur,25.4,167
2025-02-23,Lucknow,26.5,315
2025-02-23,Bhopal,22.0,215
2025-02-24,Mumbai,37.0,144
2025-02-24,Delhi,27.9,67
2025-02-24,Bengaluru,29.5,170
2025-02-24,Chennai,40.0,86
2025-02-24,Kolkata,29.0,347
2025-02-24,Hyderabad,37.9,195
2025-02-24,Ahmedabad,38.7,259
2025-02-24,Jaipur,21.9,49
2025-02-24,Lucknow,24.9,348
2025-02-24,Bhopal,34.7,283
2025-02-25,Mumbai,32.6,115
2025-02-25,Delhi,25.8,64
2025-02-25,Bengaluru,34.6,122
2025-02-25,Chennai,19.5,178
2025-02-25,Kolkata,40.6,279
2025-02-25,Hyderabad,33.0,228
2025-02-25,Ahmedabad,35.2,180
2025-02-25,Jaipur,19.7,130
2025-02-25,Lucknow,32.2,87
2025-02-25,Bhopal,38.0,306
2025-02-26,Mumbai,37.9,137
2025-02-26,Delhi,31.8,334
2025-02-26,Bengaluru,22.1,152
2025-02-26,Chennai,23.2,334
2025-02-26,Kolkata,29.4,253
2025-02-26,Hyderabad,37.4,237
2025-02-26,Ahmedabad,21.1,67
2025-02-26,Jaipur,37.1,126
2025-02-26,Lucknow,34.4,242
2025-02-26,Bhopal,22.6,188
2025-02-27,Mumbai,31.7,344
2025-02-27,Delhi,31.8,160
2025-02-27,Bengaluru,31.5,294
2025-02-27,Chennai,33.7,199
2025-02-27,Kolkata,34.7,61
2025-02-27,Hyderabad,24.4,233
2025-02-27,Ahmedabad,32.6,246
2025-02-27,Jaipur,27.8,52
2025-02-27,Lucknow,28.0,65
2025-02-27,Bhopal,26.1,110
2025-02-28,Mumbai,32.0,162
2025-02-28,Delhi,31.6,159
2025-02-28,Bengaluru,37.5,345
2025-02-28,Chennai,40.5,69
2025-02-28,Kolkata,21.0,296
2025-02-28,Hyderabad,19.0,265
2025-02-28,Ahmedabad,30.5,80
2025-02-28,Jaipur,27.2,162
2025-02-28,Lucknow,38.3,109
2025-02-28,Bhopal,28.7,200
2025-03-01,Mumbai,23.1,54
2025-03-01,Delhi,28.2,124
2025-03-01,Bengaluru,35.7,125
2025-03-01,Chennai,19.7,68
2025-03-01,Kolkata,27.4,181
2025-03-01,Hyderabad,23.7,200
2025-03-01,Ahmedabad,23.7,330
2025-03-01,Jaipur,32.3,252
2025-03-01,Lucknow,32.0,165
2025-03-01,Bhopal,27.9,205
2025-03-02,Mumbai,39.5,156
2025-03-02,Delhi,29.5,209
2025-03-02,Bengaluru,36.4,342
2025-03-02,Chennai,29.1,147
2025-03-02,Kolkata,27.2,236
2025-03-02,Hyderabad,30.9,83
2025-03-02,Ahmedabad,23.5,269
2025-03-02,Jaipur,30.2,167
2025-03-02,Lucknow,24.2,117
2025-03-02,Bhopal,25.4,60
2025-03-03,Mumbai,28.3,151
2025-03-03,Delhi,31.2,72
2025-03-03,Bengaluru,35.3,147
2025-03-03,Chennai,21.9,174
2025-03-03,Kolkata,33.8,144
2025-03-03,Hyderabad,39.2,109
2025-03-03,Ahmedabad,38.3,298
2025-03-03,Jaipur,29.9,112
2025-03-03,Lucknow,39.7,332
2025-03-03,Bhopal,26.7,196
2025-03-04,Mumbai,25.5,153
2025-03-04,Delhi,27.8,191
2025-03-04,Bengaluru,34.6,285
2025-03-04,Chennai,32.0,198
2025-03-04,Kolkata,19.1,127
2025-03-04,Hyderabad,25.0,199
2025-03-04,Ahmedabad,26.7,187
2025-03-04,Jaipur,33.5,41
2025-03-04,Lucknow,37.1,140
2025-03-04,Bhopal,22.3,155
2025-03-05,Mumbai,32.1,315
2025-03-05,Delhi,37.4,41
2025-03-05,Bengaluru,27.2,185
2025-03-05,Chennai,35.1,149
2025-03-05,Kolkata,34.7,264
2025-03-05,Hyderabad,28.5,325
2025-03-05,Ahmedabad,38.2,242
2025-03-05,Jaipur,24.5,270
2025-03-05,Lucknow,31.2,120
2025-03-05,Bhopal,36.8,64
2025-03-06,Mumbai,22.4,219
2025-03-06,Delhi,30.2,43
2025-03-06,Bengaluru,24.6,281
2025-03-06,Chennai,25.7,228
2025-03-06,Kolkata,24.8,144
2025-03-06,Hyderabad,25.1,99
2025-03-06,Ahmedabad,35.5,196
2025-03-06,Jaipur,22.9,128
2025-03-06,Lucknow,31.9,77
2025-03-06,Bhopal,33.3,324
2025-03-07,Mumbai,33.5,298
2025-03-07,Delhi,38.1,277
2025-03-07,Bengaluru,24.7,171
2025-03-07,Chennai,39.2,308
2025-03-07,Kolkata,28.0,280
2025-03-07,Hyderabad,40.4,140
2025-03-07,Ahmedabad,34.0,173
2025-03-07,Jaipur,35.7,280
2025-03-07,Lucknow,21.2,253
2025-03-07,Bhopal,25.5,307
2025-03-08,Mumbai,37.8,318
2025-03-08,Delhi,39.8,275
2025-03-08,Bengaluru,30.5,41
2025-03-08,Chennai,36.5,113
2025-03-08,Kolkata,23.8,147
2025-03-08,Hyderabad,37.0,100
2025-03-08,Ahmedabad,40.1,218
2025-03-08,Jaipur,28.0,120
2025-03-08,Lucknow,25.8,50
2025-03-08,Bhopal,33.5,90
2025-03-09,Mumbai,28.9,122
2025-03-09,Delhi,35.5,214
2025-03-09,Bengaluru,32.1,267
2025-03-09,Chennai,37.9,271
2025-03-09,Kolkata,25.2,105
2025-03-09,Hyderabad,36.8,167
2025-03-09,Ahmedabad,38.9,202
2025-03-09,Jaipur,37.7,79
2025-03-09,Lucknow,19.3,172
2025-03-09,Bhopal,38.8,179
2025-03-10,Mumbai,31.5,182
2025-03-10,Delhi,18.8,123
2025-03-10,Bengaluru,31.0,147
2025-03-10,Chennai,31.4,306
2025-03-10,Kolkata,33.7,156
2025-03-10,Hyderabad,27.2,123
2025-03-10,Ahmedabad,23.0,81
2025-03-10,Jaipur,22.7,119
2025-03-10,Lucknow,29.8,342
2025-03-10,Bhopal,28.9,84
2025-03-11,Mumbai,37.1,168
2025-03-11,Delhi,31.2,157
2025-03-11,Bengaluru,19.1,75
2025-03-11,Chennai,35.4,335
2025-03-11,Kolkata,25.6,177
2025-03-11,Hyderabad,25.4,97
2025-03-11,Ahmedabad,27.1,341
2025-03-11,Jaipur,38.5,165
2025-03-11,Lucknow,40.4,133
2025-03-11,Bhopal,18.6,312
2025-03-12,Mumbai,37.0,104
2025-03-12,Delhi,26.4,182
2025-03-12,Bengaluru,32.7,295
2025-03-12,Chennai,33.3,147
2025-03-12,Kolkata,26.8,183
2025-03-12,Hyderabad,22.9,143
2025-03-12,Ahmedabad,32.9,234
2025-03-12,Jaipur,31.5,111
2025-03-12,Lucknow,22.6,192
2025-03-12,Bhopal,37.0,334
2025-03-13,Mumbai,30.5,344
2025-03-13,Delhi,32.1,70
2025-03-13,Bengaluru,31.7,149
2025-03-13,Chennai,33.5,41
2025-03-13,Kolkata,27.5,320
